epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,6821.64,0.79986,0.47456,0.87883,0.70508,0.58285,0.59258,0.49319,1.32889,1.23321,1.12816,0.0039115,0.0039115,0.0039115
125,6875.28,0.78849,0.47899,0.87798,0.68385,0.59547,0.59669,0.49037,1.32443,1.22042,1.12382,0.003862,0.003862,0.003862
126,6928.72,0.77537,0.46716,0.87731,0.7,0.6033,0.59589,0.48861,1.32652,1.23318,1.12813,0.0038125,0.0038125,0.0038125
127,6983.26,0.77712,0.46417,0.87412,0.70595,0.59276,0.59606,0.48439,1.32345,1.23653,1.12707,0.003763,0.003763,0.003763
128,7036.39,0.77282,0.45648,0.87133,0.71427,0.59836,0.60025,0.49289,1.32524,1.25112,1.12875,0.0037135,0.0037135,0.0037135
129,7089.82,0.78837,0.46923,0.87411,0.71158,0.59442,0.60488,0.49476,1.32433,1.24599,1.12794,0.003664,0.003664,0.003664
130,7144.67,0.76669,0.45555,0.87258,0.73382,0.56562,0.59965,0.50131,1.31682,1.24669,1.12812,0.0036145,0.0036145,0.0036145
131,7198.83,0.77239,0.45583,0.87292,0.73424,0.57413,0.59478,0.50141,1.32393,1.26077,1.13257,0.003565,0.003565,0.003565
132,7252.26,0.76772,0.45844,0.86995,0.73113,0.58212,0.60695,0.49991,1.32139,1.24467,1.1332,0.0035155,0.0035155,0.0035155
133,7306.75,0.75061,0.44602,0.866,0.7421,0.5676,0.60084,0.49947,1.31826,1.22612,1.1308,0.003466,0.003466,0.003466
134,7360.09,0.75656,0.44962,0.87246,0.73121,0.57597,0.61503,0.50873,1.31,1.22492,1.12726,0.0034165,0.0034165,0.0034165
135,7414.15,0.75492,0.44676,0.86878,0.73427,0.57269,0.60196,0.50071,1.31481,1.22077,1.13184,0.003367,0.003367,0.003367
136,7468.4,0.74627,0.44138,0.86693,0.72749,0.57098,0.60104,0.50376,1.31315,1.22718,1.13006,0.0033175,0.0033175,0.0033175
137,7521.08,0.73905,0.43765,0.86385,0.74421,0.56378,0.60349,0.50505,1.3122,1.25409,1.13087,0.003268,0.003268,0.003268
138,7573.87,0.74693,0.44138,0.86451,0.73067,0.5703,0.59899,0.49898,1.30868,1.25145,1.12982,0.0032185,0.0032185,0.0032185
139,7627.57,0.73059,0.43614,0.86544,0.7327,0.57254,0.60835,0.50732,1.30591,1.23488,1.13049,0.003169,0.003169,0.003169
140,7681.66,0.72845,0.43652,0.86269,0.74277,0.56948,0.59405,0.49775,1.30914,1.24118,1.13319,0.0031195,0.0031195,0.0031195
141,7735.84,0.72763,0.42739,0.86106,0.74011,0.56687,0.60356,0.5078,1.30047,1.25422,1.13278,0.00307,0.00307,0.00307
142,7789.32,0.72346,0.43043,0.86062,0.74042,0.58863,0.60937,0.51149,1.29904,1.23566,1.13041,0.0030205,0.0030205,0.0030205
143,7845.04,0.71393,0.42211,0.85812,0.74891,0.585,0.609,0.51086,1.298,1.24365,1.13172,0.002971,0.002971,0.002971
144,7898.38,0.71919,0.42754,0.86025,0.74755,0.58346,0.614,0.51382,1.29779,1.23925,1.13166,0.0029215,0.0029215,0.0029215
